-220.903 -200.002 0 0
-220.903 -196.002 0 0
-220.903 -192.002 0 0
-220.903 -188.002 0 0
-220.903 -184.002 0 0
-220.903 -180.002 0 0
-220.903 -176.002 0 0
-220.903 -172.002 0 0
-220.903 -168.002 0 0
-220.903 -164.002 0 0
-220.903 -160.002 0 0
-220.903 -156.002 0 0
-220.903 -152.002 0 0
-220.903 -148.002 0 0
-220.903 -144.002 0 0
-220.903 -140.002 0 0
-220.903 -136.002 0 0
-220.903 -132.002 0 0
-220.903 -128.002 0 0
-220.903 -124.002 0 0
-220.903 -120.002 0 0
-220.903 -116.002 0 0
-220.903 -112.002 0 0
-220.903 -108.002 0 0
-220.903 -104.002 0 0
-220.903 -100.002 0 0
-220.903 -96.0021 0 0
-220.903 -92.0021 0 0
-220.903 -88.0021 0 0
-220.903 -84.0021 0 0
-220.903 -80.0021 0 0
-220.903 -76.0021 0 0
-220.903 -72.0021 0 0
-220.903 -68.0021 0 0
-220.903 -64.0021 0 0
-220.903 -60.0021 0 0
-220.903 -56.0021 0 0
-220.903 -52.0021 0 0
-220.903 -48.0021 0 0
-220.903 -44.0021 0 0
-220.903 -40.0021 0 0
-220.903 -36.0021 0 0
-220.903 -32.0021 0 0
-220.903 -28.0021 0 0
-220.903 -24.0021 0 0
-220.903 -20.0021 0 0
-220.903 -16.0021 0 0
-220.903 -12.0021 0 0
-220.903 -8.00207 0 0
-220.903 -4.00207 0 0
-220.903 -0.00206981 0 0
-220.903 3.99793 0 0
-220.903 7.99793 0 0
-220.903 11.9979 0 0
-220.903 15.9979 0 0
-220.903 19.9979 0 0
-220.903 23.9979 0 0
-220.903 27.9979 0 0
-220.903 31.9979 0 0
-220.903 35.9979 0 0
-220.903 39.9979 0 0
-220.903 43.9979 0 0
-220.903 47.9979 0 0
-220.903 51.9979 0 0
-220.903 55.9979 0 0
-220.903 59.9979 0 0
-220.903 63.9979 0 0
-220.903 67.9979 0 0
-220.903 71.9979 0 0
-220.903 75.9979 0 0
-220.903 79.9979 0 0
-220.903 83.9979 0 0
-220.903 87.9979 0 0
-220.903 91.9979 0 0
-220.903 95.9979 0 0
-220.903 99.9979 0 0
-220.903 103.998 0 0
-220.903 107.998 0 0
-220.903 111.998 0 0
-220.903 115.998 0 0
-220.903 119.998 0 0
-220.903 123.998 0 0
-220.903 127.998 0 0
-220.903 131.998 0 0
-220.903 135.998 0 0
-220.903 139.998 0 0
-220.903 143.998 0 0
-220.903 147.998 0 0
-220.903 151.998 0 0
-220.903 155.998 0 0
-220.903 159.998 0 0
-220.903 163.998 0 0
-220.903 167.998 0 0
-220.903 171.998 0 0
-220.903 175.998 0 0
-220.903 179.998 0 0
-220.903 183.998 0 0
-220.903 187.998 0 0
-220.903 191.998 0 0
-220.903 195.998 0 0
-216.903 -200.002 0 0
-216.903 -196.002 0 0
-216.903 -192.002 0 0
-216.903 -188.002 0 0
-216.903 -184.002 0 0
-216.903 -180.002 0 0
-216.903 -176.002 0 0
-216.903 -172.002 0 0
-216.903 -168.002 0 0
-216.903 -164.002 0 0
-216.903 -160.002 0 0
-216.903 -156.002 0 0
-216.903 -152.002 0 0
-216.903 -148.002 0 0
-216.903 -144.002 0 0
-216.903 -140.002 0 0
-216.903 -136.002 0 0
-216.903 -132.002 0 0
-216.903 -128.002 0 0
-216.903 -124.002 0 0
-216.903 -120.002 0 0
-216.903 -116.002 0 0
-216.903 -112.002 0 0
-216.903 -108.002 0 0
-216.903 -104.002 0 0
-216.903 -100.002 0 0
-216.903 -96.0021 0 0
-216.903 -92.0021 0 0
-216.903 -88.0021 0 0
-216.903 -84.0021 0 0
-216.903 -80.0021 0 0
-216.903 -76.0021 0 0
-216.903 -72.0021 0 0
-216.903 -68.0021 0 0
-216.903 -64.0021 0 0
-216.903 -60.0021 0 0
-216.903 -56.0021 0 0
-216.903 -52.0021 0 0
-216.903 -48.0021 0 0
